date,datatype,station,attributes,value
2017-09-16T00:00:00,PRCP,GHCND:US1COAR0246,"T,,N,0700",0.0
2017-09-24T00:00:00,PRCP,GHCND:US1COAR0246,",,N,0700",0.82
2017-09-25T00:00:00,PRCP,GHCND:US1COAR0246,",,N,0700",0.07
2017-09-26T00:00:00,PRCP,GHCND:US1COAR0246,",,N,0700",0.03
2018-06-19T00:00:00,PRCP,GHCND:US1COAR0246,",,N,0700",0.0
2018-07-16T00:00:00,PRCP,GHCND:US1COAR0246,",,N,0909",0.58
2018-07-28T00:00:00,PRCP,GHCND:US1COAR0246,",,N,0700",0.0
2019-06-23T00:00:00,PRCP,GHCND:US1COAR0246,",,N,1133",0.95
2019-07-05T00:00:00,PRCP,GHCND:US1COAR0246,",,N,0800",0.76
2019-07-06T00:00:00,PRCP,GHCND:US1COAR0246,",,N,0816",0.43
2019-07-10T00:00:00,PRCP,GHCND:US1COAR0246,",,N,0700",0.0
2019-07-11T00:00:00,PRCP,GHCND:US1COAR0246,",,N,0700",0.0
2019-07-12T00:00:00,PRCP,GHCND:US1COAR0246,",,N,0823",0.0
2019-07-13T00:00:00,PRCP,GHCND:US1COAR0246,"T,,N,0800",0.0
2019-07-14T00:00:00,PRCP,GHCND:US1COAR0246,",,N,0800",0.66
2019-08-22T00:00:00,PRCP,GHCND:US1COAR0246,",,N,0700",0.36
2019-09-07T00:00:00,PRCP,GHCND:US1COAR0246,",,N,1000",1.02
2019-09-10T00:00:00,PRCP,GHCND:US1COAR0246,",,N,0700",0.0
2020-05-15T00:00:00,PRCP,GHCND:US1COAR0246,"T,,N,0700",0.0
2021-06-20T00:00:00,PRCP,GHCND:US1COAR0246,"T,,N,0700",0.0
2021-06-21T00:00:00,PRCP,GHCND:US1COAR0246,",,N,0700",0.34
2021-06-26T00:00:00,PRCP,GHCND:US1COAR0246,",,N,0801",1.01
2021-06-27T00:00:00,PRCP,GHCND:US1COAR0246,",,N,0800",0.38
2021-06-29T00:00:00,PRCP,GHCND:US1COAR0246,",,N,0700",0.0
2021-07-02T00:00:00,PRCP,GHCND:US1COAR0246,",,N,0700",0.21
2021-07-06T00:00:00,PRCP,GHCND:US1COAR0246,",,N,0700",0.28
2021-07-07T00:00:00,PRCP,GHCND:US1COAR0246,",,N,0700",0.0
2021-07-08T00:00:00,PRCP,GHCND:US1COAR0246,",,N,0700",0.0
2021-07-09T00:00:00,PRCP,GHCND:US1COAR0246,"T,,N,0700",0.0
2021-07-11T00:00:00,PRCP,GHCND:US1COAR0246,",,N,0700",0.0
2021-07-23T00:00:00,PRCP,GHCND:US1COAR0246,",,N,0700",0.32
2021-07-26T00:00:00,PRCP,GHCND:US1COAR0246,",,N,0700",0.0
2021-07-31T00:00:00,PRCP,GHCND:US1COAR0246,",,N,0700",0.39
2021-08-01T00:00:00,PRCP,GHCND:US1COAR0246,"T,,N,0700",0.0
2021-08-15T00:00:00,PRCP,GHCND:US1COAR0246,",,N,0700",0.0
2021-08-20T00:00:00,PRCP,GHCND:US1COAR0246,",,N,0700",0.76
2021-08-27T00:00:00,PRCP,GHCND:US1COAR0246,",,N,0700",0.0
2022-07-26T00:00:00,PRCP,GHCND:US1COAR0246,",,N,1720",3.0
2022-08-19T00:00:00,PRCP,GHCND:US1COAR0246,",,N,0700",0.0
2022-09-21T00:00:00,PRCP,GHCND:US1COAR0246,",,N,0700",0.0
2022-10-01T00:00:00,PRCP,GHCND:US1COAR0246,",,N,1146",1.22
2022-10-02T00:00:00,PRCP,GHCND:US1COAR0246,",,N,0700",0.18
2022-10-03T00:00:00,PRCP,GHCND:US1COAR0246,"T,,N,0700",0.0
2023-07-02T00:00:00,PRCP,GHCND:US1COAR0246,",,N,0700",0.0
2023-07-15T00:00:00,PRCP,GHCND:US1COAR0246,"T,,N,0700",0.0
